"","area","bordering_language_richness","L1_pop","bordering_language_richness_perkm","bordering_language_evenness","roughness","altitude_range","islands11km","small_family","isolate_or_mono","vehicularity","BIC","delta","reLL","weights","model_id","Nparam"
"656","X","X","X","X","X"," ","X","X","X","X"," ",806.700172937124,36.5280546290531,1.16959019810583e-08,3.3024490105201e-09,1991,9
"657"," ","X","X"," ","X"," "," "," "," ","X","X",806.71236879586,36.540250487789,1.16247982101015e-08,3.282372185456e-09,807,5
"658","X"," "," ","X","X","X"," ","X","X","X","X",806.715436440918,36.5433181328467,1.16069815000419e-08,3.27734146814986e-09,1932,8
"659"," ","X"," ","X"," ","X"," "," ","X"," ","X",806.726533699969,36.5544153918979,1.15427570035312e-08,3.25920707156407e-09,851,5
"660"," ","X"," "," ","X","X"," "," "," ","X","X",806.883671537451,36.71155322938,1.06705671996543e-08,3.01293599649318e-09,872,5
"661"," "," ","X"," "," ","X"," ","X","X","X","X",806.886822718251,36.71470441018,1.06537679942204e-08,3.00819258128224e-09,1456,6
"662"," ","X","X"," "," "," "," "," "," ","X","X",806.890854100228,36.7187357921572,1.06323149187293e-08,3.00213510165878e-09,379,4
"663"," "," ","X","X","X"," "," ","X","X"," "," ",806.89540987988,36.723291571809,1.06081232401998e-08,2.99530435145652e-09,907,5
"664"," ","X"," "," "," ","X"," "," "," ","X","X",806.905500828165,36.7333825200939,1.05547350263755e-08,2.98022968220887e-09,425,4
"665"," ","X"," "," ","X"," ","X"," ","X"," ","X",806.926984344388,36.754866036317,1.04419653722922e-08,2.94838809930682e-09,877,5
"666"," ","X"," ","X","X"," ","X","X"," ","X"," ",806.947424330133,36.7753060220616,1.0335792030148e-08,2.9184090477317e-09,1357,6
"667"," ","X","X"," "," "," "," ","X","X"," "," ",806.966051288438,36.7939329803672,1.02399767260571e-08,2.89135468658025e-09,374,4
"668","X","X","X","X","X"," "," "," "," ","X"," ",806.970467031481,36.7983487234102,1.02173931130951e-08,2.88497798896416e-09,1028,6
"669"," "," ","X","X"," "," ","X"," "," ","X"," ",806.97647743537,36.8043591272987,1.01867338751216e-08,2.87632106192487e-09,449,4
"670","X","X","X","X","X","X","X"," ","X","X"," ",806.98128234043,36.8091640323587,1.01622901048066e-08,2.86941913121265e-09,1984,9
"671"," ","X"," ","X"," ","X"," "," "," ","X","X",806.985382593738,36.8132642856667,1.01414774645608e-08,2.86354248456349e-09,852,5
"672"," ","X"," "," "," "," "," ","X"," ","X","X",806.995428262168,36.823309954097,1.00906662196154e-08,2.84919544695448e-09,434,4
"673","X"," ","X"," ","X","X","X","X","X","X"," ",807.008031881576,36.8359135735047,1.00272767054231e-08,2.83129681555686e-09,1921,8
"674","X","X"," ","X","X","X","X","X","X","X"," ",807.037306444752,36.8651881366815,9.8815735829361e-09,2.7901561550532e-09,2009,9
"675","X"," ","X","X","X"," "," "," ","X"," "," ",807.0752827817,36.9031644736292,9.69571078043745e-09,2.73767602746678e-09,649,5
"676","X","X"," "," ","X","X"," "," ","X"," "," ",807.093356344197,36.9212380361256,9.60848746565522e-09,2.71304769610223e-09,613,5
"677"," "," "," ","X","X","X","X"," ","X"," "," ",807.138149284495,36.966030976424,9.39568319042814e-09,2.65296038780431e-09,969,5
"678","X","X"," ","X","X"," "," ","X"," ","X"," ",807.213760846047,37.041642537976,9.04710274659155e-09,2.55453538871496e-09,1090,6
"679","X"," "," ","X"," ","X"," ","X","X","X","X",807.262975302375,37.0908569943042,8.8271953768283e-09,2.49244245421047e-09,1687,7
"680"," "," "," ","X","X"," ","X","X","X"," "," ",807.267114888906,37.0949965808346,8.80894380229558e-09,2.48728894879006e-09,978,5
"681"," ","X","X"," "," ","X"," "," ","X"," "," ",807.269236648016,37.0971183399446,8.79960352924309e-09,2.48465163398098e-09,367,4
"682"," ","X"," ","X","X","X","X"," "," ","X"," ",807.271713080423,37.0995947723519,8.78871446046933e-09,2.48157700198974e-09,1348,6
"683","X"," ","X","X"," "," "," "," "," ","X"," ",807.279405888003,37.107287579932,8.75497444631644e-09,2.47205018853537e-09,273,4
"684","X","X"," ","X","X"," ","X"," "," ","X"," ",807.285192503642,37.1130741955711,8.72968021992741e-09,2.46490812347313e-09,1087,6
"685"," ","X"," "," "," "," "," ","X","X"," ","X",807.291717592015,37.1195992839438,8.7012456621998e-09,2.45687935603098e-09,433,4
"686","X","X"," "," ","X"," "," "," ","X"," ","X",807.305827470103,37.1337091620318,8.64007493603474e-09,2.43960722050661e-09,624,5
"687"," "," "," ","X","X"," ","X"," ","X"," ","X",807.314303271983,37.1421849639123,8.60353663188115e-09,2.42929028329274e-09,982,5
"688"," ","X"," ","X","X"," ","X","X","X"," "," ",807.389448502877,37.2173301948064,8.2862767229485e-09,2.33970893471192e-09,1356,6
"689","X"," "," "," "," ","X"," ","X","X","X","X",807.433884661415,37.2617663533443,8.10420173803992e-09,2.28829833339826e-09,1274,6
"690"," "," ","X","X","X"," "," "," ","X"," ","X",807.435896743733,37.2637784356624,8.09605267736291e-09,2.28599736871738e-09,911,5
"691"," "," ","X"," ","X","X","X","X","X","X","X",807.481276904004,37.3091585959335,7.91442100447192e-09,2.23471194076241e-09,1979,8
"692","X"," ","X"," ","X","X","X"," ","X","X","X",807.484062993111,37.31194468504,7.90340353909124e-09,2.23160105476971e-09,1924,8
"693"," ","X"," "," ","X","X"," ","X","X"," "," ",807.525096173344,37.3529778652727,7.74290472223932e-09,2.18628268943451e-09,867,5
"694"," "," ","X","X","X","X"," "," ","X"," "," ",807.548882541435,37.376764233364,7.65136237535563e-09,2.1604348383345e-09,900,5
"695","X","X"," ","X","X"," "," ","X","X"," "," ",807.575900102221,37.4037817941497,7.54869680589428e-09,2.13144623969275e-09,1089,6
"696"," ","X"," "," "," ","X"," "," ","X"," ","X",807.591521954584,37.419403646513,7.4899641691298e-09,2.11486252186729e-09,424,4
"697"," ","X"," ","X","X","X","X","X","X","X","X",807.61202788488,37.4399095768089,7.4135621703612e-09,2.09328969185865e-09,2034,9
"698"," ","X","X","X","X"," "," ","X"," ","X"," ",807.617037078941,37.4449187708699,7.39501741782417e-09,2.08805340484415e-09,1286,6
"699","X"," ","X"," ","X"," "," "," ","X"," "," ",807.668565913323,37.496447605252,7.20692258554679e-09,2.03494304245018e-09,278,4
"700"," "," ","X","X"," "," "," "," "," ","X","X",807.669118736076,37.497000428005,7.20493078544545e-09,2.03438063877371e-09,456,4
"701"," ","X","X"," "," "," "," "," ","X"," ","X",807.670192588561,37.4980742804903,7.20106330739834e-09,2.0332886196143e-09,378,4
"702"," "," "," ","X"," ","X","X"," "," ","X"," ",807.704722909713,37.5326046016418,7.07780291018765e-09,1.99848487575051e-09,509,4
"703"," ","X","X","X","X"," ","X"," "," ","X"," ",807.718982001138,37.5468636930666,7.02752084791476e-09,1.98428725789521e-09,1283,6
"704","X","X"," ","X","X"," "," "," "," ","X","X",807.725152344707,37.5530340366364,7.00587314948191e-09,1.97817482463565e-09,1094,6
"705"," ","X","X"," ","X"," "," ","X","X"," "," ",807.730126324622,37.5580080165512,6.98847126144618e-09,1.97326123626788e-09,802,5
"706"," "," ","X","X"," ","X"," "," "," ","X"," ",807.794617901672,37.6224995936007,6.76671702957376e-09,1.91064682270561e-09,445,4
"707"," "," ","X","X"," "," "," ","X"," ","X"," ",807.795597576719,37.6234792686479,6.76340324933419e-09,1.90971114538111e-09,452,4
"708","X","X","X"," "," ","X","X","X","X","X"," ",807.831087749492,37.6589694414209,6.64444466115683e-09,1.87612205815591e-09,1866,8
"709","X","X","X","X","X"," "," ","X","X","X","X",807.873776353965,37.7016580458939,6.50412645039707e-09,1.83650187862362e-09,1995,9
"710","X","X","X","X","X","X"," ","X","X","X"," ",807.874162913516,37.7020446054455,6.50286945577451e-09,1.83614695425317e-09,1987,9
"711"," "," "," "," "," ","X","X"," "," ","X"," ",807.874269875664,37.7021515675928,6.50252168463406e-09,1.83604875776858e-09,214,3
"712"," "," "," ","X"," "," ","X"," "," ","X","X",807.896846990358,37.7247286822875,6.42953035421892e-09,1.81543896236362e-09,522,4
"713"," ","X","X","X","X"," ","X","X","X","X","X",807.901216686919,37.7290983788478,6.41549814059329e-09,1.81147683357027e-09,2031,9
"714"," "," "," ","X","X"," "," ","X","X"," ","X",807.923888990057,37.7517706819864,6.34318175049501e-09,1.79105761397428e-09,985,5
"715"," ","X","X","X","X"," "," ","X","X"," "," ",807.928700764515,37.7565824564446,6.32793911391446e-09,1.78675371076316e-09,1285,6
"716"," "," ","X"," "," "," ","X"," "," ","X"," ",807.950420018909,37.7783017108383,6.25959183886653e-09,1.76745520849978e-09,168,3
"717","X","X"," ","X","X"," ","X","X","X","X","X",807.981116434244,37.8089981261735,6.16425184400535e-09,1.74053505542375e-09,2014,9
"718"," "," ","X"," ","X","X","X"," "," ","X"," ",808.005954403326,37.8338360952555,6.08817149382187e-09,1.7190530459481e-09,935,5
"719","X","X","X","X","X"," "," "," ","X"," "," ",808.019173255201,37.8470549471302,6.04806486214838e-09,1.70772855756747e-09,1027,6
"720","X","X","X","X","X"," ","X"," ","X","X","X",808.023932331725,37.8518140236542,6.03369036950803e-09,1.70366978304339e-09,1994,9
"721"," "," ","X"," ","X","X"," "," ","X"," "," ",808.054085674909,37.8819673668384,5.94340471509895e-09,1.67817677099949e-09,459,4
"722","X"," "," "," ","X","X","X","X","X","X","X",808.054494469579,37.8823761615083,5.94219002315858e-09,1.67783379119314e-09,1935,8
"723","X"," "," ","X","X"," ","X"," ","X"," "," ",808.089716481743,37.917598173672,5.83845817066489e-09,1.64854411740979e-09,708,5
"724"," "," ","X","X"," "," ","X"," ","X"," "," ",808.13675235308,37.9646340450087,5.7027517097176e-09,1.61022610923886e-09,448,4
"725","X"," "," ","X","X"," "," "," ","X"," ","X",808.143710982848,37.971592674777,5.6829445185225e-09,1.60463336067878e-09,715,5
"726","X","X"," ","X","X","X"," "," "," ","X"," ",808.162868447029,37.990750138958,5.62876899612764e-09,1.58933638737847e-09,1083,6
"727"," ","X"," "," ","X"," "," ","X","X"," ","X",808.195423575882,38.0233052678112,5.53788801331354e-09,1.56367527870506e-09,880,5
"728"," ","X"," ","X","X"," ","X"," "," ","X","X",808.201335495689,38.0292171876181,5.52154240877421e-09,1.55905994201493e-09,1361,6
"729"," ","X"," ","X","X"," "," ","X"," ","X","X",808.213047124047,38.0409288159761,5.48930376631997e-09,1.54995705511951e-09,1364,6
"730","X","X"," ","X","X","X","X"," ","X","X","X",808.249800802618,38.0776824945475,5.38934895293444e-09,1.52173386420218e-09,2012,9
"731"," "," ","X"," ","X"," "," ","X","X"," "," ",808.250444311257,38.078326003186,5.38761518556937e-09,1.52124431851956e-09,466,4
"732"," ","X","X","X","X","X","X"," ","X","X","X",808.253107676484,38.0809893684135,5.38044536711809e-09,1.51921985218183e-09,2029,9
"733"," ","X"," ","X","X","X"," ","X"," ","X"," ",808.274342516782,38.1022242087114,5.32362111535838e-09,1.50317498498806e-09,1351,6
"734"," "," "," "," ","X","X","X","X"," ","X"," ",808.324933498642,38.1528151905708,5.19064642612151e-09,1.46562831850558e-09,1004,5
"735","X"," ","X","X"," "," "," "," ","X"," "," ",808.344055827366,38.1719375192951,5.14125430187274e-09,1.45168198310392e-09,272,4
"736"," "," "," "," ","X","X","X"," "," ","X","X",808.454330422858,38.2822121147873,4.86545277701378e-09,1.37380680303269e-09,1008,5
"737"," "," "," ","X","X","X"," "," ","X"," ","X",808.457103683476,38.2849853754054,4.8587108680737e-09,1.37190316100967e-09,976,5
"738","X"," "," ","X"," "," "," "," "," ","X","X",808.510600597807,38.3384822897356,4.7304706090987e-09,1.33569330587865e-09,316,4
"739","X"," "," "," ","X"," "," "," ","X"," ","X",808.530049899323,38.3579315912522,4.68469138874117e-09,1.32276710820557e-09,330,4
"740"," "," ","X"," ","X"," "," "," ","X"," ","X",808.554156110674,38.3820378026031,4.62856523509284e-09,1.30691935564399e-09,470,4
"741"," "," "," "," "," "," ","X"," "," ","X","X",808.560497696892,38.3883793888207,4.61391225540205e-09,1.30278194765619e-09,227,3
"742","X"," "," "," ","X","X","X"," "," ","X"," ",808.565462354644,38.3933440465731,4.60247321138664e-09,1.29955202493187e-09,739,5
"743","X","X","X"," "," "," ","X","X","X","X","X",808.584077543524,38.4119592354533,4.55983399938377e-09,1.28751243844113e-09,1871,8
"744","X","X"," ","X","X"," ","X"," ","X"," "," ",808.601101024343,38.4289827162721,4.5211865877712e-09,1.27659997470419e-09,1086,6
"745"," ","X"," ","X","X","X"," ","X","X"," "," ",808.605393834559,38.433275526488,4.51149269701515e-09,1.27386281257789e-09,1350,6
"746"," ","X","X","X","X"," "," "," "," ","X","X",808.625544553449,38.4534262453782,4.46626600663027e-09,1.26109262699045e-09,1290,6
"747"," ","X"," ","X","X"," "," ","X","X"," ","X",808.629537958454,38.4574196503828,4.45735709929747e-09,1.25857711238938e-09,1363,6
"748"," ","X","X","X","X","X"," "," "," ","X"," ",808.631015476357,38.4588971682857,4.45406540287534e-09,1.25764767064049e-09,1279,6
"749","X"," ","X"," ","X"," ","X","X","X","X","X",808.686348640085,38.5142303320141,4.33252568457337e-09,1.22332977680936e-09,1926,8
"750"," ","X","X"," ","X","X"," "," ","X"," "," ",808.693527002757,38.5214086946856,4.31700333717287e-09,1.21894689459157e-09,795,5
"751"," "," "," "," ","X","X"," ","X","X"," "," ",808.697908673836,38.5257903657653,4.30755584556532e-09,1.21627930560513e-09,531,4
"752","X","X","X"," "," ","X","X"," ","X","X","X",808.699737540953,38.5276192328816,4.30361867236234e-09,1.2151676073565e-09,1869,8
"753","X"," "," "," "," "," ","X"," "," ","X"," ",808.700772622822,38.5286543147513,4.30139194979127e-09,1.21453887108944e-09,104,3
"754"," "," "," "," ","X","X"," "," ","X"," ","X",808.71321770937,38.5410994012987,4.27470945483197e-09,1.20700481521078e-09,535,4
"755"," "," "," ","X","X","X"," ","X","X"," "," ",808.725600916594,38.553482608523,4.24832391701881e-09,1.1995546080028e-09,972,5
"756","X"," "," ","X","X"," "," ","X","X"," "," ",808.732481477062,38.5603631689911,4.23373360399242e-09,1.19543489454289e-09,711,5
"757"," "," ","X","X"," "," "," ","X","X"," "," ",808.74462665771,38.5725083496387,4.20810177882926e-09,1.1881975052603e-09,451,4
"758"," "," ","X","X"," "," "," "," ","X"," ","X",808.746471884693,38.5743535766221,4.20422111780407e-09,1.18710176376182e-09,455,4
"759","X"," "," "," ","X","X"," "," ","X"," "," ",808.760827000523,38.5887086924522,4.17415311374882e-09,1.1786117772348e-09,319,4
"760"," "," "," ","X"," "," "," ","X"," ","X","X",808.790467722377,38.6183494143061,4.11274681375504e-09,1.16127312520244e-09,525,4
"761"," "," "," ","X"," ","X"," "," "," ","X","X",808.807817314076,38.6356990060046,4.07722387465256e-09,1.15124288595456e-09,516,4
"762","X"," "," ","X"," "," ","X"," "," ","X"," ",808.809343441367,38.6372251332963,4.07411388005076e-09,1.15036474944042e-09,309,4
"763"," "," ","X","X"," ","X"," "," ","X"," "," ",808.824934575626,38.652816267555,4.04247732446758e-09,1.14143186749158e-09,444,4
"764"," "," "," ","X"," "," ","X","X"," ","X"," ",808.829043805976,38.6569254979047,4.0341801159168e-09,1.13908907185145e-09,518,4
"765","X","X","X","X","X","X"," "," ","X","X","X",808.848863242281,38.6767449342105,3.99439995860554e-09,1.12785676660781e-09,1990,9
"766","X"," ","X"," ","X"," ","X"," "," ","X"," ",808.882252385319,38.7101340772476,3.92826871514872e-09,1.10918398191176e-09,674,5
"767","X","X"," ","X","X"," "," "," ","X"," ","X",808.938899182381,38.7667808743103,3.81856768139297e-09,1.07820885310456e-09,1093,6
"768"," "," "," "," "," "," ","X","X"," ","X"," ",808.965545614377,38.7934273063057,3.76802949255074e-09,1.06393891547975e-09,223,3
"769"," "," "," "," ","X"," "," ","X","X"," ","X",808.993573841778,38.8214555337073,3.71559218818783e-09,1.04913274455013e-09,544,4
"770","X"," "," "," ","X"," "," ","X","X"," "," ",809.013722834306,38.8416045262352,3.67834739484957e-09,1.03861632340484e-09,326,4
"771"," ","X","X","X","X"," ","X"," ","X"," "," ",809.025870520601,38.8537522125301,3.65607340257584e-09,1.03232705013084e-09,1282,6
"772"," ","X"," ","X","X","X","X"," ","X"," "," ",809.086838744944,38.9147204368726,3.54630287983726e-09,1.00133230044934e-09,1347,6
"773"," ","X","X"," ","X"," "," "," ","X"," ","X",809.088729656924,38.9166113488535,3.54295159103321e-09,1.00038603222541e-09,806,5
"774"," ","X"," "," ","X","X"," "," ","X"," ","X",809.121430885172,38.9493125771006,3.48549317697239e-09,9.84162103282729e-10,871,5
"775"," "," ","X"," ","X"," ","X","X"," ","X"," ",809.155271218246,38.9831529101746,3.42701418426808e-09,9.6765000426674e-10,944,5
"776"," ","X"," ","X","X","X"," "," "," ","X","X",809.16275432674,38.9906360186685,3.41421578268005e-09,9.64036254020792e-10,1355,6
"777","X","X","X"," ","X","X","X","X","X","X"," ",809.164202644111,38.9920843360399,3.4117442436675e-09,9.63338391506239e-10,2002,9
"778"," ","X","X","X","X","X"," ","X","X","X","X",809.184890092332,39.0127717842613,3.37663599054328e-09,9.53425242782955e-10,2030,9
"779","X","X"," "," "," ","X","X","X","X","X","X",809.23120322483,39.0590849167587,3.29934306870862e-09,9.31600852184739e-10,1899,8
"780","X"," "," ","X","X","X"," "," ","X"," "," ",809.237513383685,39.0653950756144,3.28894978370858e-09,9.28666209450898e-10,704,5
"781","X","X"," ","X","X","X"," ","X","X","X","X",809.239473992943,39.0673556848718,3.28572719083154e-09,9.27756279744293e-10,2013,9
"782","X","X"," ","X","X","X"," "," ","X"," "," ",809.318642046263,39.1465237381917,3.15820544095211e-09,8.91749302480706e-10,1082,6
"783","X"," "," "," ","X"," ","X"," "," ","X","X",809.376169150437,39.2040508423657,3.06865825557517e-09,8.66464804181911e-10,752,5
"784"," "," "," ","X"," "," ","X"," ","X"," ","X",809.379324397982,39.2072060899109,3.0638208841407e-09,8.6509892641266e-10,521,4
"785"," "," "," ","X"," ","X","X"," ","X"," "," ",809.472131261337,39.3000129532662,2.92489727472012e-09,8.25872525814237e-10,508,4
"786"," "," ","X"," ","X"," ","X"," "," ","X","X",809.487492895976,39.3153745879051,2.90251772969658e-09,8.1955344871881e-10,948,5
"787"," ","X"," ","X","X"," ","X"," ","X"," ","X",809.59659919022,39.4244808821487,2.74841778687033e-09,7.7604186624044e-10,1360,6
"788"," "," "," "," ","X"," ","X","X"," ","X","X",809.64203416745,39.4699158593789,2.68668450459805e-09,7.58610887656108e-10,1015,5
"789","X"," "," ","X"," "," "," ","X"," ","X"," ",809.697896129327,39.5257778212565,2.61268107610868e-09,7.37715316747117e-10,312,4
"790","X"," "," ","X"," ","X"," "," "," ","X"," ",809.724914067046,39.5527957589751,2.5776237759392e-09,7.27816555074551e-10,305,4
"791"," "," "," ","X"," ","X"," ","X"," ","X"," ",809.729564321927,39.5574460138556,2.57163743436759e-09,7.26126254674305e-10,512,4
"792"," ","X","X","X","X","X"," "," ","X"," "," ",809.77011458802,39.5979962799491,2.52002216462771e-09,7.11552193028078e-10,1278,6
"793"," ","X","X","X","X"," "," "," ","X"," ","X",809.77670569443,39.6045873863588,2.51173096705215e-09,7.09211094643892e-10,1289,6
"794","X"," "," "," ","X"," ","X","X"," ","X"," ",809.822515048876,39.6503967408051,2.45485443582064e-09,6.93151465844718e-10,748,5
"795"," ","X","X"," "," ","X","X","X","X","X","X",809.933007758391,39.7608894503205,2.32291093323658e-09,6.55895964707744e-10,1963,8
"796","X"," "," ","X"," "," "," "," ","X"," ","X",809.946127279888,39.7740089718168,2.30772306213739e-09,6.51607525050447e-10,315,4
"797"," "," "," ","X"," "," "," ","X","X"," ","X",810.130996311637,39.9588780035662,2.10397168095626e-09,5.9407638736962e-10,524,4
