"","area","bordering_language_richness","L1_pop","bordering_language_richness_perkm","bordering_language_evenness","roughness","altitude_range","islands11km","small_family","isolate_or_mono","vehicularity","BIC","delta","weights","model_id","Nparam"
"1206"," ","X","X"," ","X","X","X"," ","X"," ","X",615.528200284057,47.0627859507664,4.1795828851841e-11,1735,7
"1207"," "," ","X","X","X"," "," "," "," "," "," ",615.534987460783,47.0695731274917,4.16542314110471e-11,148,3
"1208","X","X"," ","X","X","X"," "," "," ","X","X",615.604402093084,47.1389877597934,4.02333253819879e-11,1565,7
"1209"," ","X","X"," ","X"," ","X","X","X"," ","X",615.620858099329,47.1554437660382,3.9903643626332e-11,1742,7
"1210"," ","X","X"," ","X"," ","X","X"," ","X","X",615.648367858166,47.1829535248752,3.9358531390853e-11,1743,7
"1211","X","X"," "," ","X"," "," "," "," "," "," ",615.673992101326,47.2085777680352,3.88574817101193e-11,69,3
"1212"," ","X"," ","X","X","X","X","X"," ","X","X",615.68693655136,47.2215222180693,3.86067994559575e-11,1966,8
"1213","X","X","X","X"," ","X","X","X","X","X","X",615.690810850789,47.2253965174976,3.85320846956279e-11,2042,10
"1214"," ","X"," "," ","X"," "," "," "," "," ","X",615.695169002221,47.22975466893,3.84482117814773e-11,132,3
"1215","X"," "," "," "," "," ","X","X"," ","X"," ",615.708161760597,47.2427474273055,3.81992471784725e-11,343,4
"1216","X"," "," ","X","X"," ","X"," "," ","X","X",615.729447225258,47.2640328919666,3.779485853259e-11,1235,6
"1217"," "," ","X","X","X","X","X","X","X"," "," ",615.735313644513,47.2698993112216,3.76841607189868e-11,1780,7
"1218"," ","X","X","X"," ","X"," ","X","X"," ","X",615.764078527668,47.298664194377,3.71460494319836e-11,1723,7
"1219","X"," ","X"," "," ","X","X","X","X","X","X",615.835327424204,47.3699130909134,3.58460355390018e-11,1927,8
"1220","X","X","X","X"," "," "," ","X","X"," ","X",615.850462404951,47.3850480716598,3.55757948218103e-11,1518,7
"1221"," ","X","X","X","X","X","X","X","X"," "," ",615.857618316724,47.392203983433,3.54487336425045e-11,1936,8
"1222","X","X"," ","X","X"," ","X"," "," ","X","X",615.873558114669,47.4081437813784,3.51673336708616e-11,1571,7
"1223"," "," "," ","X","X","X"," ","X"," ","X","X",615.92357918551,47.4581648522193,3.42986877557991e-11,1466,6
"1224","X"," "," ","X","X"," ","X","X"," ","X"," ",615.975627415135,47.5102130818444,3.34176091389114e-11,1231,6
"1225","X","X","X"," "," ","X"," "," "," ","X","X",615.977143408323,47.5117290750319,3.33922883027796e-11,1069,6
"1226"," ","X","X"," "," ","X"," ","X"," ","X","X",615.982431673238,47.5170173399466,3.33041112966681e-11,1339,6
"1227"," "," ","X","X"," ","X","X"," "," ","X","X",616.00406422269,47.5386498893992,3.29458260283452e-11,1427,6
"1228","X","X","X"," "," ","X","X","X"," ","X"," ",616.064105760511,47.59869142722,3.19714656988704e-11,1542,7
"1229","X","X"," "," ","X","X","X"," ","X"," ","X",616.089139653517,47.6237253202263,3.15737747038505e-11,1595,7
"1230","X"," ","X"," "," ","X"," "," "," ","X"," ",616.089513812539,47.6240994792475,3.15678684500171e-11,284,4
"1231","X","X"," "," ","X"," ","X","X"," ","X","X",616.094557750433,47.6291434171422,3.14883555726999e-11,1603,7
"1232","X"," ","X"," "," "," "," "," "," ","X","X",616.113252459825,47.6478381265342,3.11953940849126e-11,295,4
"1233","X","X"," "," "," ","X"," ","X"," ","X","X",616.145623438621,47.6802091053302,3.0694545538005e-11,1143,6
"1234"," ","X"," ","X","X"," "," ","X"," "," "," ",616.149858819838,47.6844444865466,3.06296127652242e-11,382,4
"1235","X"," ","X","X"," ","X","X"," "," ","X"," ",616.154049421715,47.6886350884238,3.05655016982929e-11,1167,6
"1236"," ","X","X","X","X"," "," "," "," "," "," ",616.195657775199,47.7302434419076,2.99361805510179e-11,352,4
"1237","X"," ","X"," "," "," "," ","X"," ","X"," ",616.195944312751,47.7305299794601,2.99318919382845e-11,291,4
"1238","X","X","X"," "," ","X"," "," ","X"," ","X",616.201659569138,47.7362452358468,2.9846479816169e-11,1068,6
"1239","X"," ","X","X"," ","X"," ","X","X","X","X",616.211813467886,47.7463991345951,2.96953347517182e-11,1919,8
"1240"," ","X"," "," ","X","X"," "," "," "," "," ",616.216813715781,47.7513993824899,2.96211854640071e-11,127,3
"1241","X"," ","X","X"," "," ","X","X","X","X","X",616.313425260268,47.8480109269765,2.82243211454681e-11,1920,8
"1242","X"," "," ","X","X","X"," "," "," ","X","X",616.318063671286,47.8526493379946,2.81589389910098e-11,1229,6
"1243","X","X"," "," ","X"," ","X","X","X"," ","X",616.347135497417,47.8817211641258,2.77525836298898e-11,1602,7
"1244","X","X"," ","X","X","X","X","X"," ","X"," ",616.429980985904,47.9645666526129,2.6626479628711e-11,1873,8
"1245"," "," ","X"," "," ","X"," "," "," ","X","X",616.444732938099,47.9793186048082,2.64308058809836e-11,481,4
"1246"," "," ","X"," "," ","X"," ","X"," ","X"," ",616.452715080962,47.987300747671,2.63255288705006e-11,477,4
"1247"," "," ","X"," ","X"," ","X","X"," ","X","X",616.486400415727,48.0209860824359,2.58858498218505e-11,1449,6
"1248","X"," "," "," ","X","X","X","X","X"," "," ",616.488741373772,48.0233270404809,2.58555687028187e-11,1255,6
"1249","X"," ","X"," ","X"," ","X","X"," ","X"," ",616.496427231913,48.0310128986215,2.57563982607558e-11,1196,6
"1250"," "," ","X"," "," "," "," ","X"," ","X","X",616.514211985526,48.0487976522348,2.55283779858849e-11,490,4
"1251","X","X","X"," "," ","X","X","X","X"," "," ",616.571191271206,48.1057769379154,2.48113461040552e-11,1541,7
"1252","X"," "," ","X","X","X","X","X"," ","X"," ",616.57255021917,48.1071358858785,2.47944931661447e-11,1669,7
"1253"," "," ","X","X"," ","X","X","X","X"," "," ",616.622421491792,48.1570071585008,2.41838714617452e-11,1422,6
"1254"," "," "," "," "," ","X","X","X"," ","X","X",616.636539981399,48.1711256481078,2.40137527540613e-11,1020,5
"1255"," "," ","X"," ","X","X","X","X"," ","X","X",616.647090986964,48.1816766536728,2.388740171027e-11,1803,7
"1256","X"," ","X"," ","X","X","X","X"," ","X"," ",616.677597187711,48.2121828544197,2.3525809486122e-11,1648,7
"1257","X"," "," ","X","X","X","X"," "," ","X","X",616.683915359036,48.2185010257451,2.34516067068492e-11,1673,7
"1258","X","X"," ","X"," ","X","X"," ","X"," ","X",616.758359389349,48.2929450560576,2.25947367880669e-11,1580,7
"1259","X","X"," ","X","X"," ","X"," ","X"," ","X",616.761093218374,48.2956788850828,2.25638728134566e-11,1570,7
"1260","X","X"," ","X","X","X"," "," ","X"," ","X",616.772290572466,48.3068762391754,2.24378979520017e-11,1564,7
"1261"," ","X","X"," "," ","X","X","X"," ","X","X",616.783780998294,48.3183666650033,2.23093570519128e-11,1748,7
"1262","X"," ","X"," "," ","X"," ","X","X","X","X",616.87070810219,48.4052937688995,2.13604832361538e-11,1666,7
"1263","X","X","X"," ","X","X","X","X"," ","X"," ",616.889940853083,48.4245265197917,2.11560573032548e-11,1852,8
"1264"," "," "," ","X","X"," ","X","X","X"," ","X",616.924856211188,48.4594418778972,2.07899268376806e-11,1469,6
"1265","X"," "," ","X","X"," "," ","X"," ","X","X",616.930862451158,48.4654481178671,2.07275858484969e-11,1238,6
"1266"," "," ","X","X"," "," "," "," "," "," "," ",616.948761530303,48.4833471970124,2.0542911108262e-11,31,2
"1267","X"," "," "," "," ","X","X"," "," ","X","X",617.03991286689,48.5744985335992,1.96276690094278e-11,762,5
"1268"," "," "," "," "," "," ","X","X","X"," ","X",617.043804309563,48.5783899762722,1.95895161644897e-11,558,4
"1269","X","X"," "," "," ","X","X","X"," ","X","X",617.072373447355,48.6069591140641,1.93116774983573e-11,1608,7
"1270","X","X"," ","X"," "," ","X","X","X"," ","X",617.083552912893,48.6181385796018,1.92040315182388e-11,1587,7
"1271"," "," ","X"," ","X"," "," "," "," "," "," ",617.099656122644,48.6342417893527,1.90500290598867e-11,32,2
"1272","X","X","X","X"," ","X"," ","X"," ","X"," ",617.118413086493,48.6529987532022,1.88722038752193e-11,1506,7
"1273"," "," "," "," ","X","X"," ","X","X"," ","X",617.1423264025,48.676912069209,1.8647899028128e-11,1010,5
"1274","X"," "," "," ","X"," "," ","X","X"," ","X",617.143262772779,48.6778484394883,1.86391704023831e-11,754,5
"1275","X"," "," ","X","X","X"," ","X"," ","X"," ",617.14941869509,48.6840043617992,1.85818879617024e-11,1225,6
"1276","X"," ","X","X","X","X"," ","X","X","X","X",617.155706278409,48.6902919451184,1.85235621075146e-11,2021,9
"1277","X"," ","X","X","X"," ","X","X","X","X","X",617.195163527562,48.7297491942713,1.81616989727563e-11,2022,9
"1278","X","X","X"," ","X","X"," ","X"," ","X"," ",617.211395466948,48.745981133657,1.80148957055709e-11,1526,7
"1279"," "," "," ","X"," "," ","X","X"," ","X","X",617.244985325628,48.7795709923372,1.77148633685447e-11,1000,5
"1280","X","X","X","X"," "," ","X","X"," ","X"," ",617.254517367909,48.7891030346177,1.76306348321632e-11,1512,7
"1281","X","X","X","X","X","X","X"," "," ","X"," ",617.275254145601,48.8098398123096,1.74487779651622e-11,1818,8
"1282"," ","X","X"," "," ","X","X","X","X"," ","X",617.276281276938,48.8108669436474,1.74398191724965e-11,1747,7
"1283","X","X","X","X","X","X"," ","X","X","X","X",617.302801519729,48.8373871864381,1.72100915274763e-11,2040,10
"1284","X"," ","X"," ","X"," ","X"," "," ","X","X",617.305342391045,48.8399280577537,1.71882410962487e-11,1200,6
"1285","X","X","X"," ","X"," ","X"," "," ","X","X",617.353536176795,48.8881218435041,1.67790083130175e-11,1536,7
"1286"," ","X","X"," ","X","X","X","X"," ","X","X",617.372101282282,48.9066869489913,1.66239769400139e-11,1959,8
"1287"," ","X"," "," "," "," ","X","X"," "," "," ",617.384035188727,48.918620855436,1.65250778039406e-11,138,3
"1288","X"," "," ","X"," "," ","X"," "," ","X","X",617.393802557964,48.928388224673,1.64445712798957e-11,732,5
"1289","X","X","X","X","X"," ","X","X","X","X","X",617.453298867849,48.9878845345578,1.59625803404817e-11,2041,10
"1290"," "," ","X"," "," ","X","X","X","X"," "," ",617.459542317209,48.9941279839182,1.59128272575904e-11,953,5
"1291"," ","X","X","X","X","X","X"," "," ","X","X",617.50630781625,49.0408934829592,1.55450580872804e-11,1941,8
"1292","X","X","X"," ","X","X"," ","X","X"," "," ",617.510699673036,49.0452853397447,1.55109597053638e-11,1525,7
"1293"," "," "," ","X"," "," "," "," "," "," "," ",617.512801042679,49.0473867093883,1.54946711340057e-11,4,1
"1294","X","X","X"," ","X"," "," ","X"," ","X","X",617.51667426125,49.051259927959,1.54646930473042e-11,1539,7
"1295","X","X","X"," ","X"," "," ","X","X"," ","X",617.535802003333,49.0703876700422,1.5317495727375e-11,1538,7
"1296"," ","X"," ","X","X","X","X","X","X"," ","X",617.563593583614,49.0981792503234,1.51061190455427e-11,1965,8
"1297"," ","X","X","X"," ","X"," ","X"," ","X","X",617.575798026022,49.1103836927309,1.50142188484365e-11,1724,7
"1298","X"," ","X"," "," "," "," ","X","X"," "," ",617.577718816967,49.1123044836759,1.4999806182669e-11,290,4
"1299","X"," "," "," "," "," ","X"," ","X"," ","X",617.586242357414,49.1208280241234,1.49360164803936e-11,346,4
"1300","X"," "," "," ","X","X","X"," ","X"," ","X",617.590686133857,49.1252718005662,1.49028671619787e-11,1259,6
"1301","X"," "," "," "," ","X","X","X"," ","X"," ",617.60557873486,49.1401644015695,1.47923080737028e-11,758,5
"1302"," ","X","X","X"," "," ","X","X"," ","X","X",617.607053216818,49.141638883527,1.47814065970218e-11,1728,7
"1303","X","X"," ","X"," ","X"," ","X","X"," ","X",617.693457495755,49.2280431624644,1.41564158808768e-11,1583,7
"1304","X","X","X","X"," ","X"," "," ","X"," ","X",617.744792290458,49.279377957167,1.37976811180223e-11,1509,7
"1305"," "," "," "," ","X"," ","X"," "," "," "," ",617.750449447467,49.2850351141761,1.37587084384251e-11,47,2
"1306","X"," "," "," "," "," ","X","X","X"," "," ",617.789040580633,49.3236262473416,1.34957712823485e-11,342,4
"1307"," ","X"," "," "," ","X","X"," "," "," "," ",617.832697556843,49.3672832235519,1.32043709839289e-11,133,3
"1308","X"," ","X"," "," "," "," "," ","X"," ","X",617.842355827355,49.3769414940641,1.3140759009512e-11,294,4
"1309","X"," ","X"," "," ","X"," "," ","X"," "," ",617.867408299518,49.4019939662271,1.29771814045788e-11,283,4
"1310"," "," ","X"," "," ","X"," ","X","X"," "," ",617.868462259549,49.4030479262576,1.29703444909409e-11,476,4
"1311"," "," ","X"," "," "," "," ","X","X"," ","X",617.870670922737,49.4052565894458,1.29560288358033e-11,489,4
"1312","X"," "," "," ","X","X"," "," ","X"," ","X",617.872993930284,49.4075795969933,1.29409890954662e-11,745,5
"1313"," "," ","X","X"," ","X","X"," ","X"," ","X",617.896372755885,49.4309584225936,1.27905972406115e-11,1426,6
"1314","X"," "," ","X","X"," ","X","X","X"," "," ",617.922125442967,49.4567111096759,1.26269569218858e-11,1230,6
"1315","X"," "," "," ","X","X"," ","X","X"," "," ",617.92619860722,49.4607842739292,1.26012672555416e-11,741,5
"1316","X","X"," "," "," ","X","X","X","X"," ","X",617.935000700773,49.4695863674815,1.2545930348389e-11,1607,7
"1317","X","X"," "," ","X","X","X","X"," ","X","X",617.964773036159,49.4993587028683,1.23605527297746e-11,1895,8
"1318","X","X","X","X"," "," "," ","X"," ","X","X",617.969375172588,49.5039608392965,1.23321429537316e-11,1519,7
"1319","X"," ","X","X","X","X","X","X","X","X","X",618.00770179281,49.5422874595189,1.20980682602189e-11,2045,10
"1320","X"," ","X","X"," ","X","X"," ","X"," "," ",618.010948879021,49.5455345457295,1.20784424608839e-11,1166,6
"1321"," ","X","X"," ","X","X"," ","X"," ","X","X",618.016439685183,49.5510253518921,1.20453277451553e-11,1739,7
"1322"," "," "," ","X"," ","X"," ","X"," ","X","X",618.033824938016,49.568410604725,1.19410759782872e-11,996,5
"1323"," ","X","X","X"," "," "," ","X"," "," "," ",618.055016037147,49.5896017038555,1.18152216412549e-11,355,4
"1324","X"," "," ","X"," ","X"," "," "," ","X","X",618.05660238397,49.591188050679,1.18058538372328e-11,726,5
"1325","X"," ","X"," ","X","X","X"," "," ","X","X",618.086593718323,49.6211793850323,1.16301379634907e-11,1652,7
"1326"," "," ","X","X","X","X","X"," ","X"," ","X",618.12048962686,49.6550752935686,1.14346918016549e-11,1784,7
"1327"," "," "," ","X"," "," ","X","X","X"," ","X",618.175835046511,49.7104207132199,1.11226010082549e-11,999,5
"1328"," "," ","X"," "," ","X"," "," ","X"," ","X",618.192788078796,49.7273737455051,1.10287185614296e-11,480,4
"1329","X","X","X","X"," "," ","X"," ","X"," ","X",618.221163547614,49.7557492143231,1.08733507960831e-11,1515,7
"1330","X","X"," ","X","X","X","X","X","X"," "," ",618.233019207587,49.7676048742964,1.08090860845053e-11,1872,8
"1331"," ","X"," ","X","X"," "," "," "," "," ","X",618.247038242267,49.7816239089764,1.07335845320236e-11,385,4
"1332","X","X","X","X"," ","X"," "," "," ","X","X",618.254372485118,49.7889581518265,1.06942952575182e-11,1510,7
"1333"," ","X"," ","X","X"," ","X"," "," "," "," ",618.261695839775,49.7962815064836,1.06552078055204e-11,381,4
"1334"," "," "," ","X","X","X"," ","X","X"," ","X",618.281607263021,49.8161929297298,1.05496539331217e-11,1465,6
"1335","X"," ","X","X","X","X","X"," ","X"," "," ",618.282103323475,49.8166889901843,1.05470376245347e-11,1613,7
"1336","X","X","X"," "," ","X","X"," "," ","X","X",618.283997027186,49.8185826938949,1.05370558687597e-11,1546,7
"1337"," ","X","X"," ","X","X"," ","X","X"," ","X",618.323408436423,49.8579941031321,1.03314482332572e-11,1738,7
"1338","X"," "," ","X"," "," ","X","X"," ","X"," ",618.402756832962,49.9373424996714,9.92958090136236e-12,728,5
"1339","X"," ","X","X"," ","X","X","X","X","X","X",618.448618334806,49.9832040015154,9.70447889744112e-12,2023,9
"1340","X","X"," ","X","X","X","X"," "," ","X","X",618.45358700877,49.9881726754787,9.68039962452741e-12,1877,8
"1341","X"," "," ","X","X"," ","X"," ","X"," ","X",618.456187194471,49.9907728611802,9.66782238374534e-12,1234,6
"1342","X","X"," "," ","X","X"," ","X"," ","X","X",618.483398018607,50.0179836853155,9.5371784241257e-12,1599,7
"1343","X"," "," "," ","X"," ","X","X"," ","X","X",618.490593088258,50.0251787549671,9.50292973496883e-12,1267,6
"1344","X"," ","X"," "," ","X","X"," ","X"," "," ",618.531381735737,50.0659674024456,9.31108681218422e-12,683,5
"1345","X"," "," "," ","X","X","X","X"," ","X","X",618.56342682404,50.0980124907488,9.16308833489579e-12,1691,7
"1346","X","X","X"," ","X","X"," "," "," ","X","X",618.624853176981,50.1594388436899,8.88593864542596e-12,1530,7
"1347","X","X"," ","X"," "," ","X","X"," ","X","X",618.673317855213,50.2079035219224,8.67319955968024e-12,1588,7
"1348","X"," "," ","X"," "," ","X"," ","X"," ","X",618.716774314094,50.2513599808034,8.48677891917777e-12,731,5
"1349"," "," ","X"," "," ","X","X"," ","X"," ","X",618.718010917745,50.2525965844543,8.4815331501812e-12,957,5
"1350"," ","X"," ","X","X","X"," "," "," "," "," ",618.719069428254,50.2536550949627,8.47704544187409e-12,380,4
"1351","X","X","X"," ","X"," ","X"," ","X"," ","X",618.740372812339,50.2749584790482,8.38722975809171e-12,1535,7
"1352"," ","X"," "," ","X"," ","X","X"," "," "," ",618.748667746525,50.2832534132339,8.35251603544189e-12,406,4
"1353","X"," "," ","X","X"," "," ","X","X"," ","X",618.792372829116,50.3269584958248,8.17197218937066e-12,1237,6
"1354","X"," ","X"," ","X"," ","X","X","X"," "," ",618.814362987121,50.34894865383,8.08261286618244e-12,1195,6
"1355"," "," ","X"," ","X"," ","X","X","X"," ","X",618.836274929436,50.3708605961449,7.99454331740007e-12,1448,6
"1356","X"," "," ","X"," "," "," ","X"," ","X","X",618.904189124097,50.4387747908062,7.72762929200176e-12,735,5
"1357","X","X","X","X"," "," ","X"," "," ","X","X",618.912931462775,50.4475171294839,7.69392423470214e-12,1516,7
"1358","X","X"," ","X"," ","X"," ","X"," ","X","X",618.960365765071,50.4949514317799,7.51359319298042e-12,1584,7
"1359","X","X"," ","X","X"," "," "," "," "," "," ",618.966324377943,50.5009100446517,7.49124120966109e-12,240,4
"1360"," "," "," ","X"," ","X","X","X"," ","X","X",618.978566510097,50.5131521768056,7.44552688016727e-12,1475,6
"1361"," ","X","X"," "," "," ","X"," "," "," "," ",619.003079881968,50.5376655486773,7.35482637483865e-12,115,3
"1362","X"," "," "," "," ","X"," "," "," ","X","X",619.01441697171,50.5490026384189,7.31325315267422e-12,341,4
"1363"," ","X","X"," "," "," "," ","X"," "," "," ",619.015180352067,50.5497660187762,7.31046228842854e-12,116,3
"1364","X","X"," "," ","X","X"," ","X","X"," ","X",619.102120416038,50.6367060827469,6.99948433790198e-12,1598,7
"1365","X"," "," "," "," "," "," ","X"," ","X","X",619.104174459109,50.6387601258181,6.99229940691979e-12,350,4
"1366"," "," "," ","X"," ","X"," ","X","X"," ","X",619.132415964012,50.6670016307213,6.89425672524748e-12,995,5
"1367"," "," "," "," "," ","X"," ","X"," ","X","X",619.143046399168,50.6776320658768,6.85770946507887e-12,555,4
"1368","X"," "," ","X"," "," ","X","X","X"," "," ",619.173709975322,50.7082956420311,6.75337041283663e-12,727,5
"1369"," ","X"," "," ","X","X","X"," "," "," "," ",619.186005403586,50.7205910702952,6.71197998074321e-12,401,4
"1370","X"," "," ","X","X","X"," "," ","X"," ","X",619.238643962729,50.7732296294378,6.53762995104494e-12,1228,6
"1371","X","X","X"," ","X","X","X","X","X"," "," ",619.239316532677,50.773902199386,6.53543181394688e-12,1851,8
"1372","X"," "," ","X"," ","X"," ","X"," ","X"," ",619.326674150812,50.861259817521,6.25611642335231e-12,722,5
"1373","X"," "," ","X"," ","X"," "," ","X"," ","X",619.402207721169,50.9367933878779,6.0242490208297e-12,725,5
"1374","X"," "," ","X","X","X"," ","X","X"," "," ",619.413087549013,50.947673215722,5.99156660008558e-12,1224,6
"1375","X"," "," ","X"," ","X","X"," "," ","X","X",619.456942410489,50.9915280771982,5.8616168769691e-12,1245,6
"1376","X","X","X"," "," "," "," "," "," "," "," ",619.638082393975,51.1726680606844,5.35406181903784e-12,67,3
"1377","X"," "," ","X"," "," "," ","X","X"," ","X",619.645189406549,51.179775073258,5.33506989065713e-12,734,5
"1378","X","X","X","X","X","X","X","X","X","X","X",619.735389146781,51.2699748134899,5.09980403741783e-12,2047,11
"1379"," "," "," ","X","X","X","X","X","X"," ","X",619.745142733782,51.2797284004909,5.07499389238321e-12,1809,7
"1380","X"," ","X"," ","X","X"," ","X"," ","X"," ",619.756257384838,51.2908430515469,5.0468687220187e-12,1190,6
"1381","X","X","X"," ","X","X","X"," "," ","X","X",619.757389844574,51.2919755112832,5.0440118431089e-12,1856,8
