"ID","(Intercept)","bordering_language_evenness","small_family","isolate_or_mono","weighted_sums","res","bordering_language_richness","bordering_language_richness_perkm","altitude_range","area","L1_pop","roughness","vehicularity","islands11km","BIC","delta","Nparam"
947,"-2.703*** (-2.881--2.542)","-0.19** (-0.329--0.059)",NA,"0.93*** (0.632-1.217)","5.519*** (4.459-6.609)","-0.287 (-1.493-0.929)","-0.235** (-0.415--0.066)",NA,NA,"0.073 (-0.033-0.143)",NA,"-0.022 (-0.113-0.071)","-0.19 (-1.051-0.49)",NA,813.503754157145,43.3316358490741,6
948,"-2.677*** (-2.858--2.525)",NA,"1.045*** (0.73-1.348)",NA,"6.509*** (5.555-7.485)","-1.407** (-2.493--0.299)",NA,NA,NA,NA,"-0.274 (-1.482-0.018)","-0.036 (-0.124-0.054)",NA,NA,813.566822042012,43.3947037339411,3
949,"-2.72*** (-2.897--2.56)",NA,NA,"0.886*** (0.588-1.172)","5.861*** (4.829-6.919)","-0.535 (-1.729-0.678)","-0.296** (-0.475--0.126)","-0.244** (-0.426--0.073)",NA,"0.069 (-0.049-0.143)",NA,NA,"-0.212 (-1.084-0.468)","-0.04 (-0.167-0.069)",813.576168692901,43.4040503848303,6
950,"-2.722*** (-2.906--2.562)",NA,"0.993*** (0.67-1.304)",NA,"5.762*** (4.743-6.803)","-0.446 (-1.628-0.756)","-0.3*** (-0.478--0.13)","-0.276** (-0.457--0.105)",NA,NA,"-0.087 (NA-0.06)",NA,"0.068 (-0.779-0.721)","-0.067 (-0.198-0.045)",813.578496752006,43.4063784439346,6
951,"-2.713*** (-2.914--2.545)","-0.22** (-0.355--0.092)",NA,"0.93*** (0.631-1.217)","5.401*** (4.324-6.508)","-0.166 (-1.399-1.079)",NA,"-0.247** (-0.432--0.071)",NA,NA,"-0.226 (-1.497-0.054)","0.001 (-0.092-0.096)","-0.148 (-0.981-0.507)",NA,813.580343331398,43.4082250233273,6
952,"-2.719*** (-2.896--2.562)",NA,"0.991*** (0.668-1.301)",NA,"5.755*** (4.736-6.796)","-0.439 (-1.621-0.763)","-0.299*** (-0.474--0.13)","-0.274** (-0.458--0.101)",NA,NA,"-0.078 (NA-0.055)","-0.008 (-0.101-0.087)",NA,"-0.067 (-0.198-0.045)",813.584484598863,43.4123662907924,6
953,"-2.654*** (-2.821--2.503)","-0.251*** (-0.385--0.123)","1*** (0.678-1.309)",NA,"5.524*** (4.444-6.635)","-0.329 (-1.554-0.904)",NA,NA,"-0.091 (-0.182--0.003)",NA,NA,NA,"-0.204 (-0.981-0.377)","-0.052 (-0.184-0.059)",813.60526108729,43.4331427792189,5
954,"-2.801*** (-3.013--2.624)",NA,"0.922*** (0.593-1.238)","0.863*** (0.56-1.154)","6.475*** (5.397-7.582)","-1.183 (-2.41-0.066)",NA,"-0.244** (-0.432--0.065)","-0.044 (-0.139-0.047)","0.031 (-0.112-0.106)","-0.291 (-1.63-0.033)",NA,"-0.121 (-1.001-0.566)","-0.01 (-0.144-0.103)",813.63586499011,43.4637466820386,8
955,"-2.724*** (-2.897--2.567)",NA,NA,"0.901*** (0.604-1.186)","5.996*** (4.947-7.073)","-0.628 (-1.83-0.592)","-0.274** (-0.449--0.11)","-0.234** (-0.419--0.061)","-0.086 (-0.225-0.046)",NA,NA,"0.062 (-0.076-0.204)",NA,"-0.055 (-0.183-0.056)",813.643312373759,43.4711940656885,6
956,"-2.692*** (-2.866--2.534)","-0.175* (-0.312--0.046)","0.981*** (0.657-1.291)",NA,"5.598*** (4.542-6.682)","-0.327 (-1.525-0.881)","-0.251** (-0.432--0.082)",NA,"-0.069 (-0.16-0.018)","0.072 (-0.037-0.143)",NA,NA,"-0.181 (-1.051-0.5)",NA,813.671327534794,43.4992092267228,6
957,"-2.702*** (-2.872--2.547)",NA,"1.003*** (0.683-1.309)",NA,"6.121*** (5.148-7.117)","-0.876 (-1.999-0.267)","-0.343*** (-0.517--0.177)",NA,NA,"0.084* (-0.022-0.154)",NA,"-0.032 (-0.122-0.059)","-0.135 (-1.004-0.543)",NA,813.689484043172,43.5173657351006,5
958,"-2.696*** (-2.878--2.539)","-0.178** (-0.315--0.048)","0.99*** (0.665-1.301)",NA,"5.364*** (4.292-6.471)","-0.146 (-1.364-1.075)","-0.29** (-0.474--0.115)",NA,NA,"0.078* (-0.019-0.142)","-0.1 (NA-0.043)",NA,NA,"-0.07 (-0.201-0.042)",813.719978429756,43.5478601216846,6
959,"-2.67*** (-2.861--2.512)","-0.239*** (-0.371--0.114)","1*** (0.677-1.31)",NA,"5.621*** (4.561-6.708)","-0.429 (-1.631-0.785)",NA,NA,"-0.083 (-0.173-0.003)",NA,"-0.167 (-1.402-0.06)",NA,"-0.085 (-0.908-0.566)",NA,813.743785285098,43.5716669770268,5
960,"-2.707*** (-2.875--2.555)",NA,"1.021*** (0.701-1.328)",NA,"6.299*** (5.306-7.315)","-1.007 (-2.135-0.14)","-0.302*** (-0.474--0.137)",NA,"-0.099 (-0.233-0.03)",NA,"-0.051 (NA-0.063)","0.042 (-0.093-0.18)",NA,NA,813.798363637988,43.6262453299169,5
961,"-2.655*** (-2.822--2.504)","-0.242*** (-0.374--0.116)","0.997*** (0.674-1.306)",NA,"5.627*** (4.567-6.715)","-0.426 (-1.63-0.789)",NA,NA,"-0.082 (-0.172-0.004)","0.036 (-0.079-0.104)",NA,NA,"-0.303 (-1.135-0.337)",NA,813.810743743611,43.6386254355402,5
962,"-2.664*** (-2.829--2.514)","-0.251*** (-0.385--0.123)","1.005*** (0.683-1.313)",NA,"5.561*** (4.483-6.67)","-0.37 (-1.591-0.859)",NA,NA,"-0.089 (-0.18--0.001)","0.018 (-0.097-0.078)",NA,NA,NA,"-0.05 (-0.182-0.061)",813.821627910152,43.6495096020809,5
963,"-2.694*** (-2.871--2.533)","-0.229*** (-0.366--0.099)",NA,"0.93*** (0.632-1.217)","5.367*** (4.262-6.506)","-0.128 (-1.387-1.138)",NA,"-0.239** (-0.422--0.066)",NA,"0.03 (-0.095-0.101)",NA,NA,"-0.365 (-1.195-0.276)","-0.024 (-0.152-0.085)",813.82843352541,43.6563152173387,6
964,"-2.715*** (-2.891--2.557)",NA,"0.982*** (0.658-1.292)",NA,"5.889*** (4.891-6.907)","-0.563 (-1.723-0.62)","-0.299*** (-0.473--0.134)","-0.254** (-0.439--0.08)",NA,"0.069 (-0.049-0.143)",NA,"-0.004 (-0.096-0.091)","-0.214 (-1.087-0.463)",NA,813.832277800364,43.6601594922931,6
965,"-2.724*** (-2.901--2.566)",NA,NA,"0.894*** (0.596-1.18)","5.9*** (4.867-6.96)","-0.559 (-1.754-0.655)","-0.274** (-0.45--0.106)","-0.239** (-0.425--0.064)","-0.042 (-0.136-0.048)",NA,"-0.072 (NA-0.057)",NA,NA,"-0.052 (-0.179-0.059)",813.839943658825,43.6678253507539,6
966,"-2.727*** (-2.903--2.569)",NA,NA,"0.888*** (0.591-1.174)","5.876*** (4.845-6.935)","-0.555 (-1.748-0.657)","-0.301*** (-0.479--0.133)","-0.24** (-0.424--0.066)",NA,"0.06 (-0.055-0.126)",NA,"-0.003 (-0.097-0.093)",NA,"-0.042 (-0.169-0.067)",813.88155504985,43.709436741779,6
967,"-2.78*** (-2.965--2.614)",NA,"0.922*** (0.592-1.237)","0.866*** (0.565-1.156)","6.593*** (5.512-7.703)","-1.263* (-2.488--0.015)",NA,"-0.239** (-0.427--0.062)","-0.1 (-0.242-0.035)","0.019 (-0.138-0.1)",NA,"0.076 (-0.064-0.22)","-0.304 (-1.142-0.345)","-0.014 (-0.148-0.1)",813.925517373901,43.75339906583,8
968,"-2.732*** (-2.91--2.574)",NA,NA,"0.91*** (0.614-1.195)","6.089*** (5.057-7.145)","-0.727 (-1.906-0.475)","-0.251** (-0.422--0.088)","-0.239** (-0.425--0.064)","-0.075 (-0.21-0.054)",NA,"-0.073 (NA-0.057)","0.058 (-0.078-0.198)",NA,NA,813.939507544019,43.7673892359485,6
969,"-2.722*** (-2.898--2.566)",NA,"0.997*** (0.673-1.307)",NA,"6.004*** (4.984-7.046)","-0.652 (-1.82-0.54)","-0.268** (-0.439--0.105)","-0.255** (-0.44--0.08)","-0.064 (-0.199-0.065)",NA,"-0.078 (NA-0.055)","0.045 (-0.09-0.183)",NA,NA,813.962524759896,43.7904064518249,6
970,"-2.696*** (-2.873--2.536)","-0.225*** (-0.36--0.096)",NA,"0.933*** (0.635-1.22)","5.424*** (4.347-6.53)","-0.182 (-1.415-1.063)",NA,"-0.237** (-0.423--0.061)",NA,"0.031 (-0.093-0.102)",NA,"0.001 (-0.092-0.096)","-0.367 (-1.196-0.274)",NA,813.997094254328,43.8249759462566,6
971,"-2.724*** (-2.901--2.563)",NA,NA,"0.893*** (0.597-1.178)","5.949*** (4.942-6.98)","-0.622 (-1.791-0.57)","-0.282** (-0.456--0.117)","-0.241** (-0.426--0.067)",NA,"0.07 (-0.047-0.143)",NA,"0 (-0.093-0.096)","-0.227 (-1.093-0.448)",NA,814.04429260336,43.8721742952894,6
972,"-2.71*** (-2.883--2.555)",NA,"1.018*** (0.699-1.324)",NA,"6.246*** (5.271-7.243)","-0.972 (-2.093-0.168)","-0.308*** (-0.481--0.143)",NA,"-0.068 (-0.158-0.018)",NA,"-0.06 (NA-0.066)",NA,"0.121 (-0.702-0.748)",NA,814.062837343364,43.8907190352935,5
973,"-2.706*** (-2.875--2.553)",NA,"1.02*** (0.7-1.326)",NA,"6.308*** (5.314-7.325)","-1.017 (-2.146-0.131)","-0.305*** (-0.478--0.14)",NA,"-0.098 (-0.232-0.031)",NA,NA,"0.041 (-0.094-0.179)","0.042 (-0.757-0.648)",NA,814.159869889815,43.9877515817437,5
974,"-2.674*** (-2.864--2.518)",NA,"1.051*** (0.735-1.354)",NA,"6.524*** (5.571-7.499)","-1.425** (-2.51--0.32)",NA,NA,NA,NA,"-0.256 (-1.538-0.047)",NA,"-0.026 (-0.846-0.616)",NA,814.17272894955,44.0006106414795,3
975,"-2.676*** (-2.857--2.524)",NA,"1.051*** (0.736-1.354)",NA,"6.527*** (5.557-7.52)","-1.429** (-2.527--0.312)",NA,NA,NA,NA,"-0.268 (-1.469-0.02)",NA,NA,"0.001 (-0.125-0.107)",814.177252267732,44.0051339596612,3
976,"-2.79*** (-3.004--2.61)","-0.202** (-0.341--0.069)","0.887*** (0.551-1.208)","0.847*** (0.54-1.142)","5.614*** (4.449-6.822)","-0.355 (-1.679-0.973)",NA,"-0.226* (-0.414--0.048)",NA,"0.032 (-0.101-0.105)","-0.228 (-1.531-0.044)","0.001 (-0.094-0.097)","-0.136 (-1.017-0.56)","-0.031 (-0.166-0.084)",814.190828734109,44.0187104260383,9
977,"-2.695*** (-2.872--2.535)","-0.228*** (-0.365--0.098)",NA,"0.931*** (0.632-1.218)","5.362*** (4.258-6.501)","-0.128 (-1.386-1.138)",NA,"-0.244** (-0.429--0.068)",NA,NA,NA,"-0.002 (-0.095-0.094)","-0.288 (-1.069-0.3)","-0.027 (-0.154-0.082)",814.192047920532,44.0199296124611,6
978,"-2.801*** (-2.998--2.628)","-0.167* (-0.31--0.03)","0.882*** (0.545-1.205)","0.819*** (0.51-1.117)","5.613*** (4.456-6.814)","-0.229 (-1.544-1.089)","-0.212* (-0.4--0.037)","-0.173 (-0.362-0.003)","-0.109 (-0.252-0.028)","0.058 (-0.064-0.127)","-0.123 (NA-0.037)","0.081 (-0.061-0.226)",NA,"-0.076 (-0.213-0.042)",814.222005378956,44.0498870708849,10
979,"-2.715*** (-2.89--2.556)",NA,"0.989*** (0.666-1.298)",NA,"5.771*** (4.752-6.814)","-0.456 (-1.639-0.746)","-0.301*** (-0.478--0.134)","-0.27** (-0.454--0.096)",NA,NA,NA,"-0.009 (-0.102-0.085)","-0.039 (-0.856-0.582)","-0.066 (-0.197-0.046)",814.237467290251,44.0653489821804,6
980,"-2.708*** (-2.9--2.545)","-0.209** (-0.342--0.081)","0.988*** (0.661-1.302)",NA,"5.537*** (4.452-6.65)","-0.261 (-1.488-0.981)",NA,"-0.239** (-0.427--0.061)","-0.095 (-0.232-0.035)",NA,"-0.329 (-1.561--0.003)","0.07 (-0.066-0.209)",NA,NA,814.27633742462,44.1042191165488,6
981,"-2.706*** (-2.899--2.542)","-0.219** (-0.356--0.089)","0.979*** (0.653-1.292)",NA,"5.331*** (4.237-6.457)","-0.086 (-1.333-1.169)",NA,"-0.242** (-0.43--0.064)","-0.054 (-0.149-0.036)",NA,"-0.361 (-1.611--0.014)",NA,NA,"-0.059 (-0.191-0.053)",814.288710319606,44.1165920115354,6
982,"-2.691*** (-2.865--2.535)","-0.178** (-0.315--0.048)","0.981*** (0.657-1.292)",NA,"5.366*** (4.294-6.472)","-0.149 (-1.368-1.073)","-0.289** (-0.472--0.117)",NA,NA,"0.067 (-0.036-0.129)",NA,"-0.036 (-0.126-0.056)",NA,"-0.073 (-0.205-0.039)",814.302068962579,44.1299506545078,6
983,"-2.652*** (-2.813--2.506)",NA,"1.049*** (0.734-1.351)",NA,"6.546*** (5.594-7.52)","-1.436** (-2.522--0.33)",NA,NA,NA,"0.041 (-0.075-0.109)",NA,NA,"-0.289 (-1.103-0.338)",NA,814.344515628851,44.1723973207805,3
984,"-2.719*** (-2.895--2.56)",NA,NA,"0.893*** (0.596-1.179)","5.915*** (4.881-6.975)","-0.573 (-1.768-0.641)","-0.275** (-0.452--0.108)","-0.236** (-0.422--0.061)","-0.043 (-0.137-0.047)",NA,NA,NA,"-0.065 (-0.881-0.555)","-0.05 (-0.178-0.06)",814.36886427023,44.1967459621588,6
985,"-2.722*** (-2.905--2.563)",NA,"0.992*** (0.669-1.302)",NA,"5.948*** (4.943-6.973)","-0.614 (-1.776-0.572)","-0.273** (-0.445--0.109)","-0.254** (-0.44--0.078)","-0.032 (-0.125-0.056)",NA,"-0.079 (NA-0.063)",NA,"0.024 (-0.814-0.667)",NA,814.381484451279,44.2093661432084,6
986,"-2.7*** (-2.876--2.542)","-0.202** (-0.341--0.071)",NA,"0.93*** (0.631-1.217)","5.389*** (4.307-6.508)","-0.178 (-1.409-1.054)","-0.224* (-0.405--0.055)",NA,NA,NA,"-0.055 (NA-0.06)","-0.028 (-0.119-0.065)",NA,"-0.053 (-0.181-0.058)",814.419980351815,44.2478620437439,6
987,"-2.655*** (-2.815--2.509)",NA,"1.046*** (0.732-1.348)",NA,"6.535*** (5.582-7.51)","-1.427** (-2.514--0.318)",NA,NA,NA,NA,NA,"-0.036 (-0.125-0.053)","-0.185 (-0.944-0.383)",NA,814.434168589366,44.2620502812949,3
988,"-2.726*** (-2.902--2.567)",NA,NA,"0.909*** (0.613-1.194)","6.098*** (5.065-7.155)","-0.736 (-1.916-0.467)","-0.252** (-0.424--0.09)","-0.236** (-0.423--0.062)","-0.076 (-0.211-0.054)",NA,NA,"0.057 (-0.08-0.197)","-0.088 (-0.899-0.529)",NA,814.458553476355,44.2864351682845,6
989,"-2.664*** (-2.823--2.52)",NA,"1.051*** (0.737-1.352)",NA,"6.571*** (5.62-7.542)","-1.465** (-2.547--0.36)",NA,NA,NA,"0.024 (-0.092-0.084)",NA,"-0.034 (-0.123-0.056)",NA,NA,814.475535786974,44.3034174789026,3
990,"-2.718*** (-2.896--2.558)","-0.191** (-0.332--0.057)",NA,"0.908*** (0.607-1.197)","5.395*** (4.293-6.534)","-0.049 (-1.302-1.209)","-0.199* (-0.378--0.037)","-0.194* (-0.381--0.02)","-0.11 (-0.25-0.024)",NA,NA,"0.079 (-0.06-0.223)",NA,"-0.073 (-0.203-0.039)",814.478726507797,44.306608199726,7
991,"-2.805*** (-3.017--2.626)",NA,"0.922*** (0.592-1.238)","0.86*** (0.557-1.151)","6.433*** (5.359-7.538)","-1.169 (-2.395-0.078)",NA,"-0.268** (-0.453--0.091)",NA,"0.034 (-0.107-0.108)","-0.31 (-1.654-0.027)","0.003 (-0.092-0.099)","-0.121 (-0.998-0.565)","-0.001 (-0.134-0.111)",814.509916425009,44.337798116938,8
992,"-2.716*** (-2.89--2.559)",NA,"0.994*** (0.671-1.304)",NA,"6.015*** (4.993-7.058)","-0.663 (-1.832-0.53)","-0.27** (-0.442--0.109)","-0.252** (-0.438--0.076)","-0.064 (-0.199-0.065)",NA,NA,"0.044 (-0.091-0.182)","-0.071 (-0.884-0.545)",NA,814.566984461601,44.3948661535303,6
993,"-2.729*** (-2.911--2.569)",NA,NA,"0.903*** (0.607-1.188)","6.01*** (4.996-7.046)","-0.673 (-1.843-0.521)","-0.255** (-0.428--0.092)","-0.238** (-0.425--0.063)","-0.035 (-0.128-0.053)",NA,"-0.071 (NA-0.066)",NA,"-0.002 (-0.837-0.641)",NA,814.6227016118,44.4505833037285,6
994,"-2.696*** (-2.868--2.541)","-0.184** (-0.32--0.055)","0.997*** (0.673-1.308)",NA,"5.668*** (4.602-6.763)","-0.39 (-1.59-0.82)","-0.218* (-0.396--0.052)",NA,"-0.111 (-0.246-0.018)",NA,"-0.058 (NA-0.059)","0.055 (-0.08-0.194)",NA,NA,814.627633407988,44.4555150999172,6
995,"-2.731*** (-2.921--2.569)",NA,NA,"0.947*** (0.653-1.23)","6.372*** (5.346-7.419)","-1.082 (-2.243-0.105)",NA,"-0.273** (-0.459--0.097)","-0.092 (-0.228-0.037)",NA,"-0.383 (-1.621--0.023)","0.074 (-0.063-0.215)",NA,NA,814.628710457641,44.4565921495698,5
996,"-2.728*** (-2.911--2.567)",NA,NA,"0.892*** (0.595-1.178)","5.864*** (4.834-6.921)","-0.549 (-1.742-0.662)","-0.275** (-0.453--0.105)","-0.26** (-0.441--0.089)",NA,NA,"-0.076 (NA-0.063)",NA,"0.028 (-0.812-0.678)","-0.044 (-0.171-0.066)",814.657521728957,44.4854034208864,6
997,"-2.726*** (-2.905--2.568)",NA,NA,"0.892*** (0.595-1.178)","5.862*** (4.831-6.919)","-0.547 (-1.74-0.665)","-0.274** (-0.45--0.106)","-0.26** (-0.443--0.086)",NA,NA,"-0.073 (NA-0.056)","-0.002 (-0.096-0.093)",NA,"-0.044 (-0.171-0.066)",814.660497420997,44.4883791129265,6
998,"-2.704*** (-2.885--2.543)","-0.202** (-0.34--0.071)",NA,"0.936*** (0.638-1.223)","5.411*** (4.328-6.53)","-0.201 (-1.431-1.031)","-0.227* (-0.41--0.055)",NA,NA,NA,"-0.062 (NA-0.063)",NA,"0.09 (-0.738-0.733)","-0.051 (-0.179-0.059)",814.7186008296,44.5464825215296,6
999,"-2.718*** (-2.898--2.557)","-0.182* (-0.323--0.047)",NA,"0.892*** (0.592-1.182)","5.326*** (4.235-6.454)","-0.009 (-1.257-1.244)","-0.227* (-0.41--0.059)","-0.184* (-0.372--0.009)","-0.052 (-0.147-0.038)","0.049 (-0.067-0.115)",NA,NA,NA,"-0.067 (-0.197-0.045)",814.729623378956,44.5575050708851,7
1000,"-2.728*** (-2.921--2.563)","-0.175* (-0.315--0.041)",NA,"0.89*** (0.589-1.18)","5.265*** (4.17-6.396)","0.026 (-1.224-1.281)","-0.23* (-0.414--0.057)","-0.215* (-0.398--0.043)",NA,"0.062 (-0.046-0.13)","-0.135 (-1.293-0.042)",NA,NA,"-0.058 (-0.186-0.053)",814.745306288518,44.5731879804467,7
1001,"-2.686*** (-2.861--2.528)","-0.179** (-0.316--0.049)","0.985*** (0.661-1.296)",NA,"5.376*** (4.303-6.485)","-0.16 (-1.379-1.062)","-0.285** (-0.469--0.112)",NA,NA,"0.075 (-0.032-0.146)",NA,NA,"-0.144 (-1.024-0.55)","-0.067 (-0.199-0.044)",814.753892461831,44.5817741537605,6
1002,"-2.663*** (-2.822--2.519)",NA,"1.051*** (0.737-1.353)",NA,"6.564*** (5.599-7.553)","-1.46** (-2.556--0.343)",NA,NA,NA,NA,NA,"-0.036 (-0.125-0.054)",NA,"0.001 (-0.126-0.108)",814.76606185367,44.5939435455987,3
1003,"-2.701*** (-2.883--2.543)","-0.17* (-0.306--0.041)","0.986*** (0.662-1.297)",NA,"5.521*** (4.471-6.6)","-0.298 (-1.492-0.905)","-0.268** (-0.448--0.097)",NA,NA,"0.076* (-0.021-0.141)","-0.1 (NA-0.046)","-0.027 (-0.117-0.064)",NA,NA,814.793483050728,44.6213647426573,6
1004,"-2.698*** (-2.876--2.538)","-0.201** (-0.34--0.069)",NA,"0.929*** (0.631-1.217)","5.404*** (4.321-6.524)","-0.193 (-1.425-1.04)","-0.227* (-0.409--0.056)",NA,NA,NA,NA,"-0.029 (-0.12-0.064)","0.002 (-0.8-0.621)","-0.052 (-0.181-0.058)",814.845422080238,44.6733037721674,6
1005,"-2.715*** (-2.913--2.548)","-0.208** (-0.342--0.08)","0.978*** (0.651-1.29)",NA,"5.458*** (4.385-6.558)","-0.212 (-1.435-1.025)",NA,"-0.236* (-0.425--0.058)","-0.045 (-0.138-0.043)","0.03 (-0.089-0.094)","-0.432 (-1.747--0.028)",NA,NA,NA,814.857139315809,44.6850210077383,6
1006,"-2.724*** (-2.907--2.564)",NA,"0.992*** (0.669-1.302)",NA,"5.902*** (4.905-6.919)","-0.588 (-1.746-0.594)","-0.276** (-0.448--0.112)","-0.27** (-0.454--0.096)",NA,NA,"-0.082 (NA-0.062)","-0.003 (-0.095-0.091)","0.031 (-0.806-0.674)",NA,814.87628894998,44.7041706419089,6
1007,"-2.688*** (-2.857--2.534)","-0.226*** (-0.362--0.096)","0.996*** (0.67-1.309)",NA,"5.48*** (4.382-6.609)","-0.204 (-1.447-1.049)",NA,"-0.227* (-0.413--0.051)","-0.11 (-0.25-0.023)",NA,NA,"0.075 (-0.062-0.216)",NA,"-0.059 (-0.191-0.053)",814.898727753521,44.72660944545,6
1008,"-2.783*** (-2.989--2.612)",NA,"0.946*** (0.621-1.259)","0.912*** (0.613-1.199)","6.772*** (5.731-7.845)","-1.6** (-2.776--0.407)",NA,NA,NA,"0.043 (-0.08-0.114)","-0.211 (-1.5-0.045)","-0.027 (-0.119-0.066)","-0.079 (-0.941-0.607)","0.012 (-0.12-0.123)",814.912091315733,44.7399730076621,7
1009,"-2.708*** (-2.884--2.549)","-0.231*** (-0.368--0.1)",NA,"0.938*** (0.641-1.225)","5.419*** (4.318-6.555)","-0.192 (-1.445-1.07)",NA,"-0.233** (-0.419--0.058)",NA,"0.011 (-0.114-0.075)",NA,"-0.001 (-0.095-0.094)",NA,"-0.025 (-0.153-0.084)",814.924150194977,44.7520318869059,6
1010,"-2.731*** (-2.923--2.567)","-0.172* (-0.313--0.039)",NA,"0.904*** (0.604-1.193)","5.457*** (4.382-6.559)","-0.138 (-1.363-1.1)","-0.207* (-0.388--0.038)","-0.188* (-0.377--0.012)","-0.041 (-0.135-0.048)","0.06 (-0.049-0.128)","-0.13 (-1.291-0.045)",NA,NA,NA,814.92966608316,44.7575477750889,7
1011,"-2.709*** (-2.88--2.555)",NA,NA,"0.934*** (0.639-1.218)","6.124*** (5.117-7.158)","-0.892 (-2.048-0.279)","-0.307*** (-0.484--0.138)",NA,NA,NA,"-0.048 (NA-0.065)","-0.032 (-0.122-0.06)",NA,"-0.036 (-0.162-0.072)",814.971733213198,44.799614905127,5
1012,"-2.718*** (-2.909--2.555)","-0.155* (-0.294--0.023)","0.97*** (0.642-1.284)",NA,"5.22*** (4.135-6.338)","0.071 (-1.169-1.315)","-0.261** (-0.445--0.086)","-0.235** (-0.418--0.063)",NA,"0.065 (-0.045-0.133)","-0.146 (-1.317-0.039)",NA,NA,"-0.079 (-0.211-0.034)",814.973183132868,44.8010648247971,7
1013,"-2.699*** (-2.868--2.547)",NA,"1.012*** (0.693-1.318)",NA,"6.022*** (5.028-7.041)","-0.796 (-1.94-0.366)","-0.336*** (-0.513--0.167)",NA,NA,NA,"-0.05 (NA-0.064)","-0.039 (-0.129-0.052)",NA,"-0.059 (-0.189-0.052)",815.012308021954,44.8401897138831,5
1014,"-2.728*** (-2.907--2.567)","-0.178* (-0.319--0.045)",NA,"0.915*** (0.616-1.204)","5.567*** (4.481-6.683)","-0.219 (-1.448-1.022)","-0.201* (-0.381--0.037)","-0.183* (-0.371--0.008)","-0.093 (-0.23-0.038)","0.05 (-0.066-0.116)",NA,"0.072 (-0.066-0.213)",NA,NA,815.016228726593,44.8441104185217,7
1015,"-2.664*** (-2.823--2.52)",NA,"1.055*** (0.741-1.357)",NA,"6.595*** (5.63-7.584)","-1.492** (-2.586--0.379)",NA,NA,NA,"0.026 (-0.088-0.086)",NA,NA,NA,"0.006 (-0.121-0.113)",815.028665104733,44.8565467966617,3
1016,"-2.655*** (-2.815--2.509)",NA,"1.052*** (0.737-1.354)",NA,"6.558*** (5.59-7.549)","-1.454** (-2.552--0.337)",NA,NA,NA,NA,NA,NA,"-0.18 (-0.939-0.387)","0.004 (-0.123-0.11)",815.06162400091,44.8895056928395,3
1017,"-2.679*** (-2.851--2.524)","-0.212** (-0.346--0.085)","0.987*** (0.661-1.3)",NA,"5.554*** (4.469-6.667)","-0.271 (-1.499-0.972)",NA,"-0.234* (-0.422--0.058)","-0.098 (-0.234-0.033)",NA,NA,"0.069 (-0.067-0.209)","-0.293 (-1.079-0.296)",NA,815.084761395727,44.9126430876557,6
1018,"-2.717*** (-2.9--2.556)","-0.186** (-0.327--0.052)",NA,"0.896*** (0.595-1.185)","5.295*** (4.202-6.422)","0.017 (-1.233-1.272)","-0.201* (-0.381--0.034)","-0.2* (-0.388--0.025)","-0.053 (-0.147-0.037)",NA,"-0.076 (NA-0.054)",NA,NA,"-0.069 (-0.199-0.043)",815.086225441152,44.9141071330807,7
1019,"-2.693*** (-2.866--2.536)","-0.183** (-0.32--0.054)","0.995*** (0.671-1.306)",NA,"5.679*** (4.611-6.775)","-0.401 (-1.603-0.81)","-0.22* (-0.399--0.054)",NA,"-0.111 (-0.246-0.019)",NA,NA,"0.054 (-0.081-0.193)","-0.017 (-0.821-0.597)",NA,815.087790375612,44.915672067541,6
1020,"-2.698*** (-2.884--2.538)","-0.171* (-0.307--0.042)","0.99*** (0.665-1.301)",NA,"5.524*** (4.472-6.606)","-0.303 (-1.498-0.902)","-0.268** (-0.449--0.097)",NA,NA,"0.08* (-0.02-0.149)","-0.096 (NA-0.052)",NA,"-0.055 (-0.947-0.642)",NA,815.122130657999,44.9500123499279,6
1021,"-2.698*** (-2.899--2.532)","-0.208** (-0.342--0.08)","0.977*** (0.651-1.29)",NA,"5.452*** (4.378-6.553)","-0.203 (-1.427-1.036)",NA,"-0.242** (-0.43--0.063)","-0.047 (-0.14-0.042)",NA,"-0.271 (-1.575-0.044)",NA,"-0.135 (-0.978-0.521)",NA,815.141135376546,44.9690170684746,6
1022,"-2.708*** (-2.885--2.549)","-0.162* (-0.302--0.029)","0.967*** (0.64-1.279)",NA,"5.283*** (4.202-6.398)","0.034 (-1.203-1.276)","-0.259** (-0.442--0.089)","-0.204* (-0.392--0.028)","-0.051 (-0.146-0.04)","0.051 (-0.067-0.117)",NA,NA,NA,"-0.088 (-0.221-0.026)",815.144568915522,44.9724506074514,7
1023,"-2.675*** (-2.847--2.519)","-0.223** (-0.359--0.093)","0.98*** (0.654-1.291)",NA,"5.361*** (4.268-6.485)","-0.108 (-1.354-1.147)",NA,"-0.237** (-0.425--0.06)","-0.056 (-0.151-0.034)",NA,NA,NA,"-0.293 (-1.08-0.296)","-0.055 (-0.187-0.057)",815.214961575776,45.042843267705,6
1024,"-2.707*** (-2.888--2.546)","-0.196** (-0.334--0.065)",NA,"0.94*** (0.643-1.227)","5.525*** (4.466-6.614)","-0.311 (-1.515-0.903)","-0.209* (-0.388--0.043)",NA,NA,NA,"-0.059 (NA-0.066)","-0.024 (-0.115-0.068)","0.055 (-0.765-0.69)",NA,815.215450127238,45.0433318191675,6
